State,State_FIPS,Region,Year,Month,DailywoBoard_final,HourlyComposite_final,MonthlyComposite_final,TotalHiredSeasonal_final,Mexican_final,HiredWorkersonFarms_final,Local_final,Intrastate_final,Interstate_final,TotalForeign_final,Jamaican_final,Bahamian_final,BWIOthers_final,BWI_final,Canadian_final,CanadianOthers_final,PuertoRican_final,OtherForeign_final,TotalAg_final,Nonlocal_final,Farmworkers_Total,Farmworkers_Family,Farmworkers_Hired,Petroleum,Tractors,Cotton_machine,Sugarbeet_machine,Sugarbeet_monogerm,SugarBeets,Cotton,Tomatoes_total,Lettuce,Strawberries_total,Citrus,Cantaloupes,BrusselsSprouts,Asparagus_total,Celery,Cucumbers_pickle,Tomatoes_fresh,Tomatoes_proc,Strawberries_fresh,Strawberries_proc,Asparagus_fresh,Asparagus_proc,TotalHiredSeasonal_dual,TotalHiredSeasonal_HP,TotalAg_dual,TotalAg_HP,Mexican_dual,Mexican_HP,TotalForeign_dual,TotalForeign_HP,TotalDomestic_dual,Local_dual,Local_HP,Intrastate_dual,Intrastate_HP,Interstate_dual,Interstate_HP,Jamaican_dual,Jamaican_HP,Bahamian_dual,Bahamian_HP,BWI_dual,BWI_HP,Canadian_dual,Canadian_HP,PuertoRican_dual,PuertoRican_HP,OtherForeign_dual,OtherForeign_HP,cropland_1954,State_name,pop1950
VT,50,1.0,1963,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22400.0,,6440.0,,,,0.0,,5040,22400.0,,5740,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1969,11.0,,,,,,,,,,,,,,,,,,,,,,,,4320000,15227,,,,,,20720.0,,3920.0,,,,0.0,,11300,20720.0,,3920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1966,9.0,,,,494.0,,,418.0,0.0,76.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,20720.0,,4320.0,,,,0.0,,10950,20720.0,,4020,300,,,494,,,,,,0,,494,418,,0,,76,,,,,,,,,,0,,,,799000,Vermont,377747
VT,50,1.0,1953,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1971,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1950,4.0,6.0,0.593,118.0,,,54000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1962,7.0,9.7,0.995,,850.0,0.0,66000.0,761.0,0.0,89.0,0.0,,,,0.0,,0,,,,,,,,,,,,,,,26600.0,,6480.0,,,,0.0,,7830,26600.0,,5580,900,,,850,,,,0,,0,,850,761,,0,,89,,,,,,0,,,,,,,,799000,Vermont,377747
VT,50,,1961,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1968,8.0,,,,,,,273.0,0.0,2.0,,,,,,,,0.0,,,,,,,,,,,,,,24752.0,,4420.0,,,,0.0,,11060,24752.0,,4420,,,,,,,,,,,,275,273,,0,,2,,,,,,,,,,0,,,,799000,Vermont,377747
VT,50,1.0,1963,10.0,9.7,1.057,,1100.0,0.0,75000.0,914.0,25.0,150.0,11.0,,,,0.0,,11,0.0,,,,,,,,,,,,,,22400.0,,6440.0,,,,0.0,,5040,22400.0,,5740,700,,,1100,,,,0,,11,,1089,914,,25,,150,,,,,,0,,,,0,,,,799000,Vermont,377747
VT,50,1.0,1965,6.0,,,,455.0,0.0,,430.0,0.0,25.0,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,19600.0,,4400.0,,,,0.0,,10150,19600.0,,4000,400,,,455,,,,0,,0,,455,430,,0,,25,,,,,,0,,,,0,,0.0,,799000,Vermont,377747
VT,50,1.0,1969,2.0,,,,,,,,,,,,,,,,,,,,,,,,4320000,15227,,,,,,20720.0,,3920.0,,,,0.0,,11300,20720.0,,3920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1945,2.0,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,799000,Vermont,377747
VT,50,1.0,1973,1.0,17.0,,,,,17500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1974,1.0,,,,,,15499.999999999998,,,,,,,,,,,,,,,,,,6705000,14706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1972,4.0,16.0,,,,,17300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1962,10.0,9.7,1.04,,1275.0,0.0,77000.0,995.0,75.0,150.0,55.0,,,,0.0,,55,0.0,,,,,,,,,,,,,,26600.0,,6480.0,,,,0.0,,7830,26600.0,,5580,900,,,1275,,,,0,,55,,1220,995,,75,,150,,,,,,0,,,,0,,,,799000,Vermont,377747
VT,50,1.0,1949,7.0,6.5,0.6779999732971191,124.0,,,79000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1947,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,,1973,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1945,1.0,4.85,,96.0,,,50000.0,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,799000,Vermont,377747
VT,50,1.0,1960,6.0,,,,750.0,0.0,,673.0,0.0,77.0,0.0,,,,0.0,,0,0.0,,,,,,,,,,,,,,26600.0,,8500.0,,,,0.0,,264,26600.0,,7290,1210,,,750,,,,0,,0,,750,673,,0,,77,,,,,,0,,,,0,,,,799000,Vermont,377747
VT,50,1.0,1971,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1955,10.0,7.5,0.8,,1110.0,0.0,85000.0,700.0,0.0,0.0,410.0,,,410,,,,0.0,,1110.0,,,,,,,,,,,,31080.0,,7200.0,,,,0.0,,140,31080.0,,6077,1123,,,1110,,1110,,0,,410,,700,700,,0,,0,,,,,,,,,,0,,,,799000,Vermont,377747
VT,50,1.0,1959,1.0,8.8,0.925,,,,38000.0,,,,,,,,,,,,,,,,,,4328503,16669,,,,,,21560.0,,7440.0,,,,0.0,,202,21560.0,,5995,1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1966,8.0,,,,293.0,0.0,,270.0,0.0,23.0,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,20720.0,,4320.0,,,,0.0,,10950,20720.0,,4020,300,,,293,,,,0,,0,,293,270,,0,,23,,,,,,0,,,,0,,0.0,,799000,Vermont,377747
VT,50,1.0,1959,4.0,8.7,0.863,,,,50000.0,,,,,,,,,,,,,,,,,,4328503,16669,,,,,,21560.0,,7440.0,,,,0.0,,202,21560.0,,5995,1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1968,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24752.0,,4420.0,,,,0.0,,11060,24752.0,,4420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,,1960,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VT,50,1.0,1966,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20720.0,,4320.0,,,,0.0,,10950,20720.0,,4020,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,Vermont,377747
VA,51,5.0,1968,8.0,,,,,,,6482.0,128.0,3142.0,,,,,,,,0.0,,,,139,94,45,,,0,,,,3.0,63000.0,,0.0,,,,0.0,,,,63000,,,,,,,,,,,,,9752,6482,,128,,3142,,,,,,,,,,0,,,,3158000,Virginia,3318680
VA,51,5.0,1965,9.0,,,,10019.0,0.0,,6596.0,65.0,3358.0,0.0,,,,0.0,,,0.0,0.0,,,170,118,52,,,41,,,,20.8,66300.0,,0.0,,,,0.0,,,,66300,,,,,10019,,,,0,,0,,10019,6596,,65,,3358,,,,,,0,,,,0,,0.0,,3158000,Virginia,3318680
VA,51,5.0,1955,5.0,,,,7730.0,0.0,,4725.0,60.0,1042.0,0.0,,,0,,,,63.0,,5890.0,,,,,,,0,,,,11.4,51300.0,,0.0,,,,0.0,,,,51300,,,,,7730,,5890,,0,,0,,5890,4725,,60,,1042,,,,,,,,,,63,,,,3158000,Virginia,3318680
VA,51,5.0,1972,9.0,,,,9329.0,,,6482.0,240.0,2350.0,257.0,,,,257.0,,,0.0,,,,127,91,36,,,0,,,,,,,,,,,,,,,,,,,,9329,,,,,,257,,9072,6482,,240,,2350,,,,,,257,,,,0,,,,3158000,Virginia,3318680
VA,51,5.0,1946,7.0,4.2,,75.0,,,481000.0,,,,450.0,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,450.0,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1945,9.0,,,,,,,,,,2712.0,,431.0,,,,,,2281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2712,,,,,,,,,,,431.0,,,,,,,,2281.0,,3158000,Virginia,3318680
VA,51,5.0,1964,2.0,,,,,,,,,,,,,,,,,,,,,123,101,22,24008935,78989,26,,,,13.6,57000.0,,0.0,,,,0.0,,,,57000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1971,8.0,,,,8317.0,,,6285.0,0.0,2032.0,0.0,,,,,,,0.0,,,,138,87,51,,,0,,,,,,,,,,,,,,,,,,,,8317,,,,,,0,,8317,6285,,0,,2032,,,,,,,,,,0,,,,3158000,Virginia,3318680
VA,51,5.0,1961,4.0,6.5,0.643,,,,271000.0,,,,,,,,,,,,,,,205,164,41,,,0,,,,10.1,57000.0,,0.0,,,,0.0,,,,57000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1974,1.0,13.8,,,,,143000.0,,,,,,,,,,,,,,,,,,38960000,76121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1972,2.0,,,,,,,,,,,,,,,,,,,,,79,67,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1969,12.0,,,,,,,,,,,,,,,,,,,,,86,74,12,25693000,79347,0,,,,2.1,42400.0,,0.0,,,,0.0,,,,42400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1964,4.0,6.9,0.689,,,,242000.0,,,,,,,,,,,,,,,162,128,34,24008935,78989,26,,,,13.6,57000.0,,0.0,,,,0.0,,,,57000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1971,3.0,,,,,,,,,,,,,,,,,,,,,97,79,18,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1960,9.0,,,,10546.0,0.0,,8043.0,14.0,2147.0,326.0,,,,326.0,,0,16.0,,,,233,163,70,,,1,,,,10.4,43200.0,,0.0,,,,0.0,,,,43200,,,,,10546,,,,0,,326,,10220,8043,,14,,2147,,,,,,326,,,,16,,,,3158000,Virginia,3318680
VA,51,5.0,1945,6.0,,,,,,,,,,1911.0,,888.0,,,,,,1023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911,,,,,,,,,,,888.0,,,,,,,,1023.0,,3158000,Virginia,3318680
VA,51,5.0,1959,6.0,,,,8225.0,0.0,,3230.0,0.0,4945.0,0.0,,,,0.0,,0,50.0,,,,252,157,95,20562977,75143,0,,,,12.6,35000.0,,0.0,,,,0.0,,,,35000,,,,,8225,,,,0,,0,,8225,3230,,0,,4945,,,,,,0,,,,50,,,,3158000,Virginia,3318680
VA,51,5.0,1952,4.0,5.4,0.528,,,0.0,443000.0,,,,,0.0,,,,0.0,,49.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0,0.0,,,,0,,49,,0,3158000,Virginia,3318680
VA,51,5.0,1971,9.0,,,,9560.0,,,6484.0,300.0,2434.0,342.0,,,,342.0,,,0.0,,,,128,90,38,,,0,,,,,,,,,,,,,,,,,,,,9560,,,,,,342,,9218,6484,,300,,2434,,,,,,342,,,,0,,,,3158000,Virginia,3318680
VA,51,5.0,1973,1.0,12.6,,,,,147000.0,,,,,,,,,,,,,,,76,64,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1968,12.0,,,,,,,,,,,,,,,,,,,,,89,77,12,,,0,,,,3.0,63000.0,,0.0,,,,0.0,,,,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1956,9.0,,,,12825.0,0.0,,7153.0,0.0,2217.0,150.0,,,150,,,,0.0,,9520.0,,,,,,,0,,,,12.1,58800.0,,0.0,,,,0.0,,,,58800,,,,,12825,,9520,,0,,150,,9370,7153,,0,,2217,,,,,,,,,,0,,,,3158000,Virginia,3318680
VA,51,5.0,1970,12.0,,,,,,,,,,,,,,,,,,,,,81,70,11,,,0,,,,3.0,35300.0,,0.0,,,,0.0,,,,35300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1955,8.0,,,,12239.0,0.0,,4776.0,0.0,2346.0,0.0,,,0,,,,0.0,,7122.0,,,,,,,0,,,,11.4,51300.0,,0.0,,,,0.0,,,,51300,,,,,12239,,7122,,0,,0,,7122,4776,,0,,2346,,,,,,,,,,0,,,,3158000,Virginia,3318680
VA,51,5.0,1942,4.0,1.95,,36.5,,,419000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1950,1.0,4.4,0.512,,,,207000.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1953,3.0,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,0.0,0.0,0.0,,,,0,,,,0,3158000,Virginia,3318680
VA,51,5.0,1948,6.0,,,,,0.0,,19600.0,,,0.0,0.0,,,,0.0,,,0.0,,10800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,19600,,,,,,0.0,0.0,0.0,,,,0,,,,0,3158000,Virginia,3318680
VA,51,5.0,1942,1.0,1.9,,34.75,,,325000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1965,5.0,,,,2287.0,0.0,,1977.0,0.0,310.0,0.0,,,,0.0,,,0.0,0.0,,,162,120,42,,,41,,,,20.8,66300.0,,0.0,,,,0.0,,,,66300,,,,,2287,,,,0,,0,,2287,1977,,0,,310,,,,,,0,,,,0,,0.0,,3158000,Virginia,3318680
VA,51,5.0,1966,4.0,7.5,0.751,,,,323000.0,,,,,,,,,,,,,,,131,103,28,,,47,,,,2.3,47000.0,,0.0,,,,0.0,,,,47000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1966,11.0,,,,4648.0,,,3275.0,0.0,1373.0,0.0,,,,,,,0.0,,,,128,101,27,,,47,,,,2.3,47000.0,,0.0,,,,0.0,,,,47000,,,,,4648,,,,,,0,,4648,3275,,0,,1373,,,,,,,,,,0,,,,3158000,Virginia,3318680
VA,51,5.0,1957,5.0,,,,4840.0,0.0,,2425.0,10.0,1205.0,0.0,,,0,,,,170.0,,3810.0,,,,,,,0,,,,8.6,38400.0,,0.0,,,,0.0,,,,38400,,,,,4840,,3810,,0,,0,,3810,2425,,10,,1205,,,,,,,,,,170,,,,3158000,Virginia,3318680
VA,51,5.0,1964,11.0,,,,2719.0,0.0,,2108.0,0.0,257.0,354.0,,,,354.0,,,0.0,0.0,,,155,117,38,24008935,78989,26,,,,13.6,57000.0,,0.0,,,,0.0,,,,57000,,,,,2719,,,,0,,354,,2365,2108,,0,,257,,,,,,354,,,,0,,0.0,,3158000,Virginia,3318680
VA,51,5.0,1969,5.0,,,,2673.0,,,1991.0,153.0,529.0,0.0,,,,,,,0.0,,,,128,98,30,25693000,79347,0,,,,2.1,42400.0,,0.0,,,,0.0,,,,42400,,,,,2673,,,,,,0,,2673,1991,,153,,529,,,,,,,,,,0,,,,3158000,Virginia,3318680
VA,51,5.0,1957,6.0,,,,8530.0,0.0,,2400.0,0.0,4865.0,0.0,,,0,,,,195.0,,7460.0,,,,,,,0,,,,8.6,38400.0,,0.0,,,,0.0,,,,38400,,,,,8530,,7460,,0,,0,,7460,2400,,0,,4865,,,,,,,,,,195,,,,3158000,Virginia,3318680
VA,51,5.0,1959,9.0,,,,9710.0,0.0,,6357.0,45.0,2586.0,708.0,,,,708.0,,0,14.0,,,,244,165,79,20562977,75143,0,,,,12.6,35000.0,,0.0,,,,0.0,,,,35000,,,,,9710,,,,0,,708,,9002,6357,,45,,2586,,,,,,708,,,,14,,,,3158000,Virginia,3318680
VA,51,5.0,1946,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1951,3.0,,,,,0.0,,7950.0,,,,0.0,,,,0.0,,87.0,0.0,,2050,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,7950,,,,,,0.0,0.0,0.0,,,,0,,87,,0,3158000,Virginia,3318680
VA,51,5.0,1942,10.0,2.55,,43.75,,,620000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1967,7.0,8.3,0.907,,14470.0,,362000.0,9995.0,0.0,4475.0,0.0,,,,,,,0.0,,,,158,94,64,,,0,,,,0.2,55700.0,,0.0,,,,0.0,,,,55700,,,,,14470,,,,,,0,,14470,9995,,0,,4475,,,,,,,,,,0,,,,3158000,Virginia,3318680
VA,51,5.0,1947,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1969,9.0,,,,9824.0,,,6393.0,90.0,2919.0,422.0,,,,422.0,,,0.0,,,,138,99,39,25693000,79347,0,,,,2.1,42400.0,,0.0,,,,0.0,,,,42400,,,,,9824,,,,,,422,,9402,6393,,90,,2919,,,,,,422,,,,0,,,,3158000,Virginia,3318680
VA,51,5.0,1963,2.0,,,,,,,,,,,,,,,,,,,,,131,106,25,,,0,,,,11.7,42200.0,,0.0,,,,0.0,,,,42200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1951,9.0,,,,,0.0,,,,,,5.0,,,,0.0,,42.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,5.0,264.0,264.0,,,,0,,42,,0,3158000,Virginia,3318680
VA,51,5.0,1943,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1959,7.0,6.2,0.66,,15190.0,0.0,589000.0,6015.0,0.0,8960.0,0.0,,,,0.0,,0,215.0,,,,247,151,96,20562977,75143,0,,,,12.6,35000.0,,0.0,,,,0.0,,,,35000,,,,,15190,,,,0,,0,,15190,6015,,0,,8960,,,,,,0,,,,215,,,,3158000,Virginia,3318680
VA,51,5.0,1961,8.0,,,,9090.0,0.0,,6795.0,0.0,2283.0,0.0,,,,0.0,,0,12.0,,,,236,157,79,,,0,,,,10.1,57000.0,,0.0,,,,0.0,,,,57000,,,,,9090,,,,0,,0,,9090,6795,,0,,2283,,,,,,0,,,,12,,,,3158000,Virginia,3318680
VA,51,5.0,1944,4.0,2.95,,52.25,,,366000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1959,4.0,6.2,0.612,,,,377000.0,,,,,,,,,,,,,,,205,164,41,20562977,75143,0,,,,12.6,35000.0,,0.0,,,,0.0,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1944,7.0,3.15,,55.0,,,462000.0,,,,,,1067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.0,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1952,9.0,,,,,0.0,,15620.0,,,,6.0,,,,0.0,,,0.0,,2580,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,15620,,,,,,6.0,181.0,181.0,,,,0,,,,0,3158000,Virginia,3318680
VA,51,5.0,1972,4.0,12.0,,,,,174000.0,,,,,,,,,,,,,,,106,86,20,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1944,11.0,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1971,10.0,11.7,,,10157.0,,206000.0,6834.0,0.0,2498.0,825.0,,,,825.0,,,0.0,,,,110,83,27,,,0,,,,,,,,,,,,,,,,,,,,10157,,,,,,825,,9332,6834,,0,,2498,,,,,,825,,,,0,,,,3158000,Virginia,3318680
VA,51,5.0,1947,9.0,,,,,,,,,,419.0,,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,,,,,,,,,,,419.0,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1969,4.0,9.6,0.97,,,,178000.0,,,,,,,,,,,,,,,113,91,22,25693000,79347,0,,,,2.1,42400.0,,0.0,,,,0.0,,,,42400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,,1962,3.0,,,,,,,,,,,,,,,,,,,,,168,138,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1967,4.0,8.2,0.822,,,,207000.0,,,,,,,,,,,,,,,121,99,22,,,0,,,,0.2,55700.0,,0.0,,,,0.0,,,,55700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1948,4.0,4.6,0.435,85.0,,,368000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1952,6.0,,,,,0.0,,14170.0,,,,6.0,,,,0.0,,250.0,0.0,,10030,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,14170,,,,,,6.0,0.0,0.0,,,,0,,250,,0,3158000,Virginia,3318680
VA,51,5.0,1968,2.0,,,,,,,,,,,,,,,,,,,,,89,75,14,,,0,,,,3.0,63000.0,,0.0,,,,0.0,,,,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1965,10.0,7.4,0.828,,13756.0,0.0,343000.0,8922.0,16.0,3789.0,1029.0,,,,1029.0,,,0.0,0.0,,,161,116,45,,,41,,,,20.8,66300.0,,0.0,,,,0.0,,,,66300,,,,,13756,,,,0,,1029,,12727,8922,,16,,3789,,,,,,1029,,,,0,,0.0,,3158000,Virginia,3318680
VA,51,5.0,1962,10.0,6.8,0.745,,14828.0,0.0,378000.0,10519.0,40.0,3286.0,983.0,,,,983.0,,0,0.0,,,,197,153,44,,,0,,,,7.7,63000.0,,0.0,,,,0.0,,,,63000,,,,,14828,,,,0,,983,,13845,10519,,40,,3286,,,,,,983,,,,0,,,,3158000,Virginia,3318680
VA,51,5.0,1958,10.0,6.3,0.684,,21085.0,0.0,424000.0,11761.0,0.0,3355.0,819.0,,,819,,,,0.0,,15935.0,,214,162,52,,,0,,,,9.3,48000.0,,0.0,,,,0.0,,,,48000,,,,,21085,,15935,,0,,819,,15116,11761,,0,,3355,,,,,,,,,,0,,,,3158000,Virginia,3318680
VA,51,5.0,1962,7.0,6.8,0.722,,18257.0,0.0,524000.0,6948.0,0.0,11309.0,0.0,,,,0.0,,0,,,,,243,136,107,,,0,,,,7.7,63000.0,,0.0,,,,0.0,,,,63000,,,,,18257,,,,0,,0,,18257,6948,,0,,11309,,,,,,0,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1948,1.0,4.45,0.52,82.0,,,292000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1973,7.0,13.2,,,,,254000.0,6480.0,2900.0,0.0,,,,,,,,0.0,,,,144,86,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9380,6480,,2900,,0,,,,,,,,,,0,,,,3158000,Virginia,3318680
VA,51,,1959,2.0,,,,,,,,,,,,,,,,,,,,,167,138,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1960,1.0,6.3,0.726,,,,157000.0,,,,,,,,,,,,,,,149,123,26,,,1,,,,10.4,43200.0,,0.0,,,,0.0,,,,43200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158000,Virginia,3318680
VA,51,5.0,1968,7.0,9.0,0.977,,,,337000.0,7410.0,61.0,4378.0,,,,,,,,0.0,,,,153,90,63,,,0,,,,3.0,63000.0,,0.0,,,,0.0,,,,63000,,,,,,,,,,,,,11849,7410,,61,,4378,,,,,,,,,,0,,,,3158000,Virginia,3318680
